S.No	Message	Old Category	Old Sub Category	Category	Sub Category	New Sub Category	Negative or Not	Remarks	IntegerLabel
1358	I wish you had called ahead.	General	Information	General	General	G_General			2
1359	I'd like to call my parents.	General	Information	General	General	G_General			2
1360	I'm calling the Call off.	General	Information	General	General	G_General			2
1361	May I call my first witness?	General	Query	General	General	G_General			2
1362	Mr. Itoh will call the roll.	General	Information	General	General	G_General			2
1363	Please call before you come.	Scheduled Event	Call Back	General	General	G_General			2
1364	She called me up from Tokyo.	General	Information	General	General	G_General			2
1365	She called the psychiatrist. (shake0615)	General	Information	General	General	G_General			2
1366	She won't call this evening. (piksea)	General	Information	General	General	G_General			2
1368	Someone was calling my name.	General	Information	General	General	G_General			2
1369	That was a really good call.	General	Information	General	General	G_General			2
1370	The teacher called the roll.	General	Information	General	General	G_General			2
1371	The work calls for patience.	General	Information	General	General	G_General			2
1372	This job calls for practice.	General	Information	General	General	G_General			2
1373	Tom almost never calls Mary.	General	Information	General	General	G_General			2
1374	Tom never returned my calls.	General	Information	General	General	G_General			2
1375	Tom often screens his calls.	General	Information	General	General	G_General			2
1376	Tom will call you every day. (astynk)	Scheduled Event	Call Back	General	General	G_General			2
1377	Were there any calls for me? (sharptoothed)	General	Query	General	General	G_General			2
1378	What time shall I call back? (lukaszpp)	Scheduled Event	Query	General	General	G_General			2
1379	Will he call on me tomorrow?	General	Query	General	General	G_General			2
1380	You can call me at any time. (Guybrush88)	Scheduled Event	Call Back	General	General	G_General			2
1381	You need not have called me.	General	Information	General	General	G_General			2
1382	You should call your lawyer.	General	Call Back	General	General	G_General			2
1383	Are you calling from Germany? (Amastan)	General	Query	General	General	G_General			2
1384	Can you stop calling me that? (Hybrid)	General	Query	General	General	G_General			2
1385	Could you call me back later? (aliene)	General	Call Back	General	General	G_General			2
1387	I've had a lot of calls today.	General	Information	General	General	G_General			2
1388	It's not like Tom not to call.	General	Information	General	General	G_General			2
1390	Please don't hesitate to call.	General	Information	General	General	G_General			2
1391	Please tell Tom that I called.	General	Information	General	General	G_General			2
1392	call me on Sunday	Scheduled Event	Call Back	General	General	G_General			2
1393	That's your call. (	General	Information	General	General	G_General			2
1394	Tom called again. (	General	Call Back	General	General	G_General			2
1395	Tom called me in. (	General	Information	General	General	G_General			2
1396	Tom called me up. (	General	Information	General	General	G_General			2
1397	Who did you call? (	General	Query	General	General	G_General			2
1398	Why did Tom call? (	General	Query	General	General	G_General			2
1399	Why did you call? (	General	Query	General	General	G_General			2
1400	Your wife called. (	General	Information	General	General	G_General			2
1404	Don't call anyone.	General	Information	General	General	G_General			2
1405	He called my name.	General	General	General	General	G_General			2
1406	I called for help. Due to exams results are out	Urgent	Information	General	General	G_General_Neg	N_Emergency_Personal		2
1407	I called security.	General	Information	General	General	G_General_Neg	N_Emergency_Personal		2
1408	I called the cops.	General	Information	General	General	G_General_Neg	N_Emergency_Police		2
1409	I didn't call you.	General	Information	General	General	G_General			2
1410	I made a bad call.	General	Information	General	General	G_General			2
1411	I made some calls.	General	Information	General	General	G_General			2
1413	I'm on call today.	General	General	General	General	G_General			2
1414	I've called twice.	Urgent	Call Back	General	General	G_General			2
1415	It's my call, Tom.	General	To Do	General	General	G_General			2
1416	Nobody called Tom.	General	Information	General	General	G_General			2
1418	They keep calling.	General	Information	General	General	G_General			2
1419	Tom called me @ 7 pm	General	Information	General	General	G_General			2
1420	Tom hasn't called.	General	Information	General	General	G_General			2
1421	Tom isn't calling.	General	Information	General	General	G_General			2
1422	Tom's wife called.	General	Information	General	General	G_General			2
1423	What is it called?	General	Information	General	General	G_General			2
1424	When did Tom call?	General	To Do	General	General	G_General			2
1425	Call me right away.	General	call Back	General	General	G_General			2
1426	Call me right back.	Urgent	To Do	General	General	G_General			2
1427	Call off your dogs.	General	To Do	General	General	G_General			2
1428	Can I call you Tom?	General	Information	General	General	G_General			2
1429	Can you call ahead?	General	To Do	General	General	G_General			2
1430	Could you call Tom?	General	To Do	General	General	G_General			2
1431	Did anyone call me?	General	To Do	General	General	G_General			2
1432	Don't call anybody.	General	Information	General	General	G_General			2
1433	Don't call me that.	General	Information	General	General	G_General			2
1434	Get Tom to call me.	General	To Do	General	General	G_General			2
1435	He called for help.	Urgent	Information	General	General	G_General_Neg	N_Emergency_Personal		2
1436	I called my lawyer.@ 10 am	General	Information	General	General	G_General			2
1437	I called Tom today.	General	Information	General	General	G_General			2
1443	I'm calling Boston.	General	Information	General	General	G_General			2
1444	May I call you Tom?	General	To Do	General	General	G_General			2
1445	Please call him up.	General	To Do	General	General	G_General			2
1446	Should we call Tom?	General	Information	General	General	G_General			2
1447	Someone called Tom.	General	Information	General	General	G_General			2
1448	Thanks for calling.	General	Information	General	General	G_General			2
1449	That's not my call.	General	Information	General	General	G_General			2
1450	Tom called in sick.	Urgent	Call Back	General	General	G_General_Neg	N_Emergency_Health		2
1451	Tom called Mary up.	General	Information	General	General	G_General			2
1452	Tom called me, too.	General	Information	General	General	G_General			2
1453	Tom called my name.	General	Information	General	General	G_General			2
1454	Tom is calling you.	General	Information	General	General	G_General			2
1455	Tom will call back.	General	Information	General	General	G_General			2
1456	We should call Tom.	General	Information	General	General	G_General			2
1457	We're being called.	General	Information	General	General	G_General			2
1458	What's that called?	General	Information	General	General	G_General			2
1459	What's this called?	General	Information	General	General	G_General			2
1460	You can't call Tom.	General	Information	General	General	G_General			2
1461	You didn't call me.	General	To Do	General	General	G_General			2
1463	Don't call me again	General	Information	General	General	G_General			2
1464	Don't call Tom that	General	Information	General	General	G_General			2
1465	Have you called Tom	General	Information	General	General	G_General			2
1466	I almost called Tom	General	Information	General	General	G_General			2
1467	I couldn't call you	General	To Do	General	General	G_General			2
1468	I made a phone call	General	Information	General	General	G_General			2
1469	I meant to call Tom	General	Information	General	General	G_General			2
1471	I tried to call Tom	General	Information	General	General	G_General			2
1477	I'm glad you called	General	Information	General	General	G_General			2
1478	I'm not calling Tom	General	Information	General	General	G_General			2
1479	I've already called	General	Information	General	General	G_General			2
1480	It's your call, Tom	General	Information	General	General	G_General			2
1482	Let's call it a day	General	Information	General	General	G_General			2
1483	She called for help	Urgent	Call Back	General	General	G_General_Neg	N_Emergency_Personal		2
1484	Stop calling me Tom	General	Information	General	General	G_General			2
1485	Tell Tom to call me	General	To Do	General	General	G_General			2
1486	Does he often call his parents at home?	General	Information	General	General	G_General			2
1487	Everybody called me Tony in those days.	General	Information	General	General	G_General			2
1488	Have there been any phone calls for me?	General	Information	General	General	G_General			2
1489	His name is Kenji, but we call him Ken.	General	Information	General	General	G_General			2
1490	I asked her to call me at five o'clock.	General	Information	General	General	G_General			2
1491	I called my mother up from the station.	General	Information	General	General	G_General			2
1492	I couldn't bring myself to call on him.	General	Information	General	General	G_General			2
1493	I thought you wanted to call your wife.	General	To Do	General	General	G_General			2
1495	I was surprised to hear my name called.	General	Information	General	General	G_General			2
1496	I was taking a bath when you called me.	General	Information	General	General	G_General			2
1498	If you have any questions, please call.	General	Call Back	General	General	G_General			2
1499	If you want to, call me this afternoon.	General	Call Back	General	General	G_General			2
1501	My husband was called away on business.	Scheduled Event	Call Back	General	General	G_General			2
1502	Please call me up tonight at my office.	Scheduled Event	Call Back	General	General	G_General			2
1503	Put your hand up when I call your name.	General	Information	General	General	G_General			2
1504	She calls her younger sister Mina-chan.	General	Information	General	General	G_General			2
1505	She is what is called a baseball widow.	General	Information	General	General	G_General			2
1506	She went on working till he called her.	General	Information	General	General	G_General			2
1507	Somebody called Hanry wants to see you.	General	Information	General	General	G_General			2
1508	Sorry, you're calling the wrong number.	General	To Do	General	General	G_General			2
1509	Tell them to call me before they leave. At night	Scheduled Event	Call Back	General	General	G_General			2
1510	They called for an end to the fighting.	General	Information	General	General	G_General			2
1511	They called on him to provide evidence.	General	Call Back	General	General	G_General			2
1512	When was the last time you called Mary?	General	Information	General	General	G_General			2
1513	Why don't we call it a day and go home?	General	To Do	General	General	G_General			2
1514	Why is autumn called "fall" in America?	General	Information	General	General	G_General			2
1515	Would you mind calling a doctor for me?	Scheduled Event	Call Back	General	General	G_General_Neg	N_Emergency_Health		2
1516	You had a phone call from Mr. Takakura.	General	Call Back	General	General	G_General			2
1517	"I don't want to go." "It's your call."	General	Call Back	General	General	G_General			2
1518	A gentleman called in your absence, sir.	General	Information	General	General	G_General			2
1519	As as soon as possible as she is ready, give me a call.	General	Call Back	General	General	G_General			2
1520	Call me if anything interesting happens.	General	Call Back	General	General	G_General			2
1521	Call me if you have any problems at all.	General	Call Back	General	General	G_General			2
1522	Drastic times call for drastic measures.	General	Information	General	General	G_General			2
1523	He got mad at me for calling him Shorty.	General	Information	General	General	G_General			2
1524	He is what we call a walking dictionary.	General	Information	General	General	G_General			2
1525	I had a call from James out of the blue.	General	Information	General	General	G_General			2
1526	I happened to be out when the call came.	General	Information	General	General	G_General			2
1527	I heard my name called in the cafeteria.	General	Information	General	General	G_General			2
1532	I'm calling to confirm your appointment.	Scheduled Event	Meeting	General	General	G_General			2
1534	If you need someone to talk to, call me.	General	To Do	General	General	G_General			2
1535	It is rude of him not to give me a call.	General	Information	General	General	G_General			2
1536	It would be good to call us on Saturday.	Scheduled Event	Meeting	General	General	G_General			2
1538	The recipe calls for four ripe tomatoes.	General	Information	General	General	G_General			2
1539	The rose is called the queen of flowers.	General	Information	General	General	G_General			2
1540	There's a phone call for you from Akemi.	General	Call Back	General	General	G_General			2
1541	Tom called Mary and canceled their date.	General	Information	General	General	G_General			2
1542	Tom called while you were in the shower.	General	Call Back	General	General	G_General			2
1543	Tom's friends called him Mr. Money Bags.	General	Information	General	General	G_General			2
1544	Was that you who called late last night?	General	Information	General	General	G_General			2
1546	What do you call this flower in English?	General	Information	General	General	G_General			2
1547	Why do they call New York the Big Apple?	General	Information	General	General	G_General			2
1548	Would you mind calling him to the phone?	General	Information	General	General	G_General			2
1550	A friend of mine called me up last night.	General	Information	General	General	G_General			2
1551	After their quarrel, she called it quits.	General	Information	General	General	G_General			2
1552	Haven't I told you never to call me here?	General	To Do	General	General	G_General			2
1553	He called his mother up from the airport.	General	Information	General	General	G_General			2
1554	How can I make a telephone call to Japan?	General	To Do	General	General	G_General			2
1555	I heard my name called twice in the dark.	General	Information	General	General	G_General			2
1556	I heard someone call my name from behind.	General	Information	General	General	G_General			2
1557	I heard someone on the street calling me.	General	Information	General	General	G_General			2
1558	I thought you were going to call in sick.	General	Information	General	General	G_General			2
1559	I wish you had called thirty minutes ago.	General	Information	General	General	G_General			2
1564	If it rains, the game will be called off.	General	Information	General	General	G_General			2
1565	If there's anything we can do, just call.	General	Information	General	General	G_General			2
1566	Illness prevented me from calling on you.	General	Information	General	General	G_General_Neg	N_Emergency_Health		2
1567	In case of an emergency, call the police.	General	To Do	General	General	G_General_Neg	N_Emergency_Police		2
1568	Maybe we should call the whole thing off.	General	Information	General	General	G_General			2
1569	Ming called her friend yesterday evening.	General	Information	General	General	G_General			2
1570	Paula was called away on urgent business meeting	General	Information	General	General	G_General			2
1571	Please call me at eight tomorrow morning.	Scheduled Event	Call Back	General	General	G_General			2
1572	That sea is called the Mediterranean Sea.	General	Information	General	General	G_General			2
1573	The chairman called the meeting to order.	General	Information	General	General	G_General			2
1574	The fire department has to be called out, as fire is increasing across the building	Emergency	Fire	General	General	G_General_Neg	N_Emergency_Fire		2
1575	The situation calls for drastic measures.	General	Information	General	General	G_General			2
1576	The teacher will call us when he's ready.	General	Information	General	General	G_General			2
1577	They called Greeley a fool and a traitor.	General	Information	General	General	G_General			2
1578	They called President Roosevelt a pirate.	General	Information	General	General	G_General			2
1579	Tom and Mary called off their engagement.	Scheduled Event	Event	General	General	G_General			2
1580	Tom said he was going to call the police, because valuable stuff lost at home	Emergency	Police	General	General	G_General_Neg	N_Emergency_Police		2
1581	Why didn't you call me yesterday evening?	General	To Do	General	General	G_General			2
1582	Why don't I call Tom and ask him to help?	General	To Do	General	General	G_General			2
1584	Africa was once called the Dark Continent	General	Information	General	General	G_General			2
1585	Can you tell Tom that I'll call him later	Urgent	To Do	General	General	G_General			2
1586	Could you give me a wake-up call at seven	Scheduled Event	Call Back	General	General	G_General			2
1587	Could you tell me how to call this number	General	To Do	General	General	G_General			2
1588	He couldn't move and had to call for help	General	Information	General	General	G_General			2
1589	He went above and beyond the call of duty	General	Information	General	General	G_General			2
1590	He went as far as to call you a hypocrite	General	Information	General	General	G_General			2
1591	I didn't call on him because I had a cold	General	Information	General	General	G_General_Neg	N_Emergency_Health		2
1592	I had intended to call on her last Sunday	General	Information	General	General	G_General			2
1593	I have to make a long-distance phone call	General	Information	General	General	G_General			2
1594	I heard someone call my name in the crowd	General	Information	General	General	G_General			2
1595	I just called to ask you how you're doing	General	To Do	General	General	G_General			2
1597	If anything happens, I'll give you a call.	General	Information	General	General	G_General			2
1598	If there are any cancellations, just call.	Scheduled Event	Tickets	General	General	G_General			2
1599	Is it true that you called the boss names?	General	Information	General	General	G_General			2
1600	Please call me up between seven and eight.	Scheduled Event	Call Back	General	General	G_General			2
1601	The game was called off because it rained.	General	Information	General	General	G_General			2
1602	The picnic was called off because of rain.	General	Information	General	General	G_General			2
1603	Tom called Mary and told her he'd be late.	General	Information	General	General	G_General_Neg	N_Emergency_Personal		2
1604	Tom is mad at Mary for calling him stupid.	General	Information	General	General	G_General			2
1606	We called off the game on account of rain.	General	Information	General	General	G_General			2
1607	We haven't been called to the meeting yet.	General	Information	General	General	G_General			2
1609	You'll call me if anything happens, right?	Urgent	To Do	General	General	G_General_Neg	N_Emergency_Personal		2
1610	"Has anybody called the police?" "I have."	General	Information	General	General	G_General_Neg	N_Emergency_Police		2
1611	A friend of mine called on me at my office.	General	Information	General	General	G_General			2
1613	He is what is called a champion of justice.	General	Information	General	General	G_General			2
1615	He's what they call a walking encyclopedia.	General	Information	General	General	G_General			2
1616	I heard someone calling me from a distance.	General	Information	General	General	G_General			2
1617	I intended to have called on you yesterday.	General	Information	General	General	G_General			2
1618	I was about to call him, but then I forgot.	General	Information	General	General	G_General			2
1619	I was about to go out when he called on me.	General	Information	General	General	G_General			2
1620	I'll call them tomorrow when I return home.	Scheduled Event	Call Back	General	General	G_General			2
1624	If something happens, feel free to call me.	General	Information	General	General	G_General			2
1625	If Tom gives you any trouble, just call me.	General	Information	General	General	G_General_Neg	N_Emergency_Personal		2
1626	If you're ever in the area, give me a call.	General	Information	General	General	G_General			2
1627	It is no exaggeration to call him a genius.	General	Information	General	General	G_General			2
1628	It seems to me that someone is calling you.	General	To Do	General	General	G_General			2
1629	It was only yesterday that I called on him.	General	Information	General	General	G_General			2
1630	It was raining and the game was called off.	General	Information	General	General	G_General			2
1631	John called for the waiter in a loud voice.	General	Information	General	General	G_General			2
1633	Mr. Ford is what is called a self-made man.	General	Information	General	General	G_General			2
1635	Success in life calls for constant efforts.	General	Information	General	General	G_General			2
1636	The game was called off on account of rain.	General	Information	General	General	G_General			2
1637	The judge called for a recess of two hours.	General	Information	General	General	G_General			2
1638	The last time we met, Tom called me a liar.	General	Information	General	General	G_General			2
1639	The manager called an urgent staff meeting.	Scheduled Event	Meeting	General	General	G_General			2
1640	This is sometimes called the walk of shame.	General	Information	General	General	G_General			2
1641	This sort of work calls for great patience.	General	Information	General	General	G_General			2
1642	This work calls for a high degree of skill.	General	Information	General	General	G_General			2
1643	Tom and Mary were making prank phone calls.	General	Information	General	General	G_General			2
1644	Tom called Mary and asked her to come over.	General	Information	General	General	G_General			2
1646	Tom thought he heard his name being called.	General	Information	General	General	G_General			2
1648	We have no call to appoint him to the post.	General	Information	General	General	G_General			2
1649	We're positive that they forgot to call us.	General	Information	General	General	G_General			2
1652	He called on state troops to end the strike.	General	Information	General	General	G_General			2
1653	He gives me a phone call every now and then.	General	Information	General	General	G_General			2
1654	He is what is called a walking encyclopedia.	General	Information	General	General	G_General			2
1655	He was to have called her up, but he forgot.	General	Information	General	General	G_General			2
1656	How many people are you planning on calling?	Scheduled Event	Event	General	General	G_General			2
1657	I called him, but a girl answered the phone.	General	Information	General	General	G_General			2
1658	I need to use your phone to call the police immidately	Emergency	Police	General	General	G_General_Neg	N_Emergency_Police		2
1659	I should have known better than to call him.	General	Information	General	General	G_General			2
1660	I thought you were going to call last night.	General	Information	General	General	G_General			2
1663	I'm just going to answer the call of nature.	General	Information	General	General	G_General			2
1665	Is it more expensive to call in the morning?	General	Call Back	General	General	G_General			2
1668	She is what one would call a cultured woman.	General	Information	General	General	G_General			2
1669	The game was called off because of the rain.	General	Information	General	General	G_General			2
1670	There's a place called Kuchiwa in Hiroshima.	General	Information	General	General	G_General			2
1671	Tom apologized for calling so late at night.	General	Information	General	General	G_General			2
1672	Tom called Mary to ask if everything was OK.	General	Information	General	General	G_General			2
1673	Tom said he was calling from his cell phone.	General	Information	General	General	G_General			2
1674	We had to call off the game because of rain.	General	Information	General	General	G_General			2
1676	We receive many telephone calls from abroad.	General	Information	General	General	G_General			2
1677	We'll call if we have any further questions.	Urgent	Information	General	General	G_General			2
1678	What was the hotel called? I can't remember.	General	Information	General	General	G_General			2
1679	What's the name of the party you're calling?	General	Information	General	General	G_General			2
1680	Would you please call me up at five o'clock?	Scheduled Event	Call Back	General	General	G_General			2
1681	You ought not to call at this time of night.	General	Information	General	General	G_General			2
1682	A male friend of mine called on me yesterday.	General	Information	General	General	G_General			2
1683	A man called Slim was killed in the accident.	General	Information	General	General	G_General			2
1684	A man whose wife is dead is called a widower.	General	Information	General	General	G_General			2
1685	Bad weather forced us to call off the picnic.	General	Information	General	General	G_General			2
1686	Hi, thank you for your message. Your input is valuable and one of our team will call you shortly	General	Call Back	General	General	G_General			2
1687	Environmental problems call for quick action.	General	Information	General	General	G_General			2
1691	I told you not to call me here at the office.	General	Information	General	General	G_General			2
1694	I'm sure Tom will return my calls eventually.	General	Information	General	General	G_General			2
1695	If you have any questions, feel free to call.	General	Call Back	General	General	G_General			2
1696	If you need help, all you have to do is call.	General	Call Back	General	General	G_General			2
1697	It was not long before I got a call from him.	General	Information	General	General	G_General			2
1698	Please forgive me for forgetting to call you.	General	Information	General	General	G_General			2
1700	Tom didn't want to call attention to himself.	General	Information	General	General	G_General			2
1702	He always wanted to call attention to himself.	General	Information	General	General	G_General			2
1703	He found a public telephone and called a taxi.	General	Information	General	General	G_General_Neg	N_Emergency_Personal		2
1704	He had done his homework when I called on him.	General	Information	General	General	G_General			2
1705	He was too intent on studying to hear my call.	General	Information	General	General	G_General			2
1707	I had finished my homework when you called me.	General	Information	General	General	G_General			2
1708	I keep calling, but I can't get a hold of Tom.	General	Information	General	General	G_General			2
1711	I was about to have dinner when she called me.	General	Information	General	General	G_General			2
1713	I wish you'd stop calling me so late at night.	Scheduled Event	Call Back	General	General	G_General			2
1717	I've called and called, but there's no answer.	Urgent	Information	General	General	G_General			2
1718	If anyone has a problem, tell them to call me.	Urgent	Call Back	General	General	G_General			2
1719	Roy looks happy when his girlfriend calls him.	General	Information	General	General	G_General			2
1720	She called me at an unearthly hour last night.	General	Information	General	General	G_General			2
1722	Tom left a message, but Mary didn't call back.	General	Information	General	General	G_General			2
1725	I just got a call from a man named Tom Jackson.	General	Information	General	General	G_General			2
1726	If he knew her phone number, he could call her.	General	Information	General	General	G_General			2
1732	What were you doing when I called this morning?	Urgent	Information	General	General	G_General			2
1733	When are you going to call the doctor's office?	Scheduled Event	Call Back	General	General	G_General_Neg	N_Emergency_Health		2
1737	I'm calling the cops unless you leave right now.	General	Information	General	General	G_General_Neg	N_Emergency_Police		2
1739	Tom has been calling me regularly every evening.	General	Information	General	General	G_General			2
1740	Tom took out his cell phone and called for help.	Urgent	Call Back	General	General	G_General_Neg	N_Emergency_Personal		2
1741	Whenever you need help, feel free to call on me.	General	Information	General	General	G_General			2
1745	Give me your phone number and I'll call you back today night	General	Information	General	General	G_General			2
1746	I called my friend after arriving at the station.	General	Information	General	General	G_General			2
1748	I was studying English when you called yesterday.	General	Information	General	General	G_General			2
1750	I'll leave my number in case you want to call me.	General	Information	General	General	G_General			2
1751	If anyone has any problems, tell them to call me.	Urgent	Call Back	General	General	G_General			2
1753	Her son called from New York.	General	Information	General	General	G_General			2
1754	I will call my sweetheart darling.	General	Personal	General	General	G_General			2
1755	I called him up on the phone.	General	Information	General	General	G_General			2
1756	I forgot to call Mr. Ford up.	General	Personal	General	General	G_General			2
1757	I was just about to call you.	General	Information	General	General	G_General			2
1758	I was just calling to say hi	General	Information	General	General	G_General			2
1759	I was just going to call you.	General	Information	General	General	G_General			2
1766	She knows that I'll call you	General	Information	General	General	G_General			2
1767	Tom told me I could call you.	General	Information	General	General	G_General			2
1774	I thought it was a prank call.	General	Information	General	General	G_General			2
1775	I want you to call the police.	Urgent	To Do	General	General	G_General_Neg	N_Emergency_Police		2
1776	Tell me when you will call me	General	Call Back	General	General	G_General			2
1777	Thank you for calling me back	General	Call Back	General	General	G_General			2
1778	Tom called up his friend Mary.	General	Personal	General	General	G_General			2
1779	Tom called while you were out.	General	Call Back	General	General	G_General			2
1780	We called on him for a speech.	General	Information	General	General	G_General			2
1783	We'll call you if we need you.	General	To Do	General	General	G_General			2
1784	You can call me when you want.	General	To Do	General	General	G_General			2
1785	A man called on you last night.	General	Information	General	General	G_General			2
1787	Call Tom and Mary this evening. (Amastan)	General	To Do	General	General	G_General			2
1788	Could you ask Tom to call Mary?	General	Call Back	General	General	G_General			2
1789	Don't call me so late at night.	General	Information	General	General	G_General			2
1791	He as good as called me a liar.	General	Information	General	General	G_General			2
1792	He asked her to call him later.	General	To Do	General	General	G_General			2
1794	He turned around when I called.	General	Information	General	General	G_General			2
1795	He was called to give evidence.	Urgent	Information	General	General	G_General			2
1796	He will either come or call me.	General	Call Back	General	General	G_General			2
1800	I wonder why Tom hasn't called.	General	Call Back	General	General	G_General_Neg	N_Emergency_Personal		2
1808	If you have any problems, call.	Scheduled Event	Call Back	General	General	G_General			2
1814	Please feel free to call me up.	Scheduled Event	Call Back	General	General	G_General			2
1816	She will call me in the afternoon.	Scheduled Event	Call Back	General	General	G_General			2
1817	Someone seems to be calling me.	Scheduled Event	Call Back	General	General	G_General			2
1818	Tom called me almost every day.	Scheduled Event	Call Back	General	General	G_General			2
1819	Tom calls Mary once in a while.	Scheduled Event	Call Back	General	General	G_General			2
1821	We call New York the Big Apple.	General	Information	General	General	G_General			2
1822	We'll call Dr. Shiegal for you.	Scheduled Event	Call Back	General	General	G_General_Neg	N_Emergency_Health		2
1823	We'll call you if we need help.	Scheduled Event	Call Back	General	General	G_General			2
1824	Where can we make a phone call? (Shishir)	Scheduled Event	Call Back	General	General	G_General			2
1825	Why didn't you try calling Tom?	Scheduled Event	Call Back	General	General	G_General			2
1826	Why doesn't he call me anymore? (Amastan)	Scheduled Event	Call Back	General	General	G_General			2
1828	A young dog is called a "puppy." (Source_VOA)	General	Personal	General	General	G_General			2
1831	Could you call a doctor, please?	Scheduled Event	Health	General	General	G_General_Neg	N_Emergency_Health		2
1833	Do you know what they're called? (Spamster)	General	Personal	General	General	G_General			2
1834	Everybody used to call him Tony. (Myrabellium)	General	Personal	General	General	G_General			2
1835	Give me a call if you need help. (cris)	General	Call Back	General	General	G_General			2
1836	He called for a tax on earnings. (Source_VOA)	General	Personal	General	General	G_General			2
1837	He is what is called a bookworm.	General	Personal	General	General	G_General			2
1838	I forgot to call her last night.	Scheduled Event	Call Back	General	General	G_General_Neg	N_Emergency_Personal		2
1839	I had a telephone call from her.	Scheduled Event	Personal	General	General	G_General			2
1840	I heard someone calling my name.	General	Personal	General	General	G_General			2
1841	I was surprised to be called in.	General	Event	General	General	G_General			2
1847	My parents call me up every day. (bart)	Scheduled Event	Call Back	General	General	G_General			2
1849	I'm forwarding your call.	Scheduled Event	Call Back	General	General	G_General			2
1850	I haven't called Tom back	Scheduled Event	Call Back	General	General	G_General			2
1851	I want to know who called me	General	Personal	General	General	G_General			2
1854	hi all	General	Personal	General	General	G_General			2
1855	lunch plans??	General	Personal	General	General	G_General			2
1856	Do you have pen ?	General	Personal	General	General	G_General			2
1857	Which mobile do u use	General	Personal	General	General	G_General			2
1859	wake up	General	Personal	General	General	G_General_Neg	N_Emergency_Personal		2
1860	it will be very helpful	General	Personal	General	General	G_General			2
1861	thanks for your reply	General	Personal	General	General	G_General			2
1862	update the comment	General	Personal	General	General	G_General_Neg	N_Emergency_Personal		2
1864	you will get  well soon	General	Personal	General	General	G_General_Neg	N_Emergency_Personal		2
1865	hi how life is going	General	Personal	General	General	G_General			2
1866	do your best	General	Personal	General	General	G_General			2
1867	ur bag is very nic	General	Personal	General	General	G_General			2
1868	do u eat non veg	General	Personal	General	General	G_General			2
1869	when is the release	General	Personal	General	General	G_General			2
1870	are u well	General	Personal	General	General	G_General_Neg	N_Emergency_Health		2
1873	don`t want to attend  DO U ???	General	Personal	General	General	G_General			2
1874	lets bunk ???	General	Personal	General	General	G_General			2
1875	will u eat pizza	General	Personal	General	General	G_General			2
1876	at what time airport	General	Personal	General	General	G_General_Neg	N_Emergency_Personal		2
1877	ticket ??	General	Tickets	General	General	G_General			2
1878	boarding stoped ??	General	Personal	General	General	G_General_Neg	N_Emergency_Personal		2
1879	tie your seat belts	General	Personal	General	General	G_General			2
1880	Do not smoke and drink	General	Personal	General	General	G_General			2
1881	if air presser is less  use oxygen mask	General	Personal	General	General	G_General			2
1882	Do you want to eat anything	General	Personal	General	General	G_General			2
1883	Do you need blanket	General	Personal	General	General	G_General_Neg	N_Emergency_Personal		2
1884	press the button up to call	General	Personal	General	General	G_General			2
1885	tem is 20 degree	General	Personal	General	General	G_General			2
1886	enjoy your ride ??	General	Personal	General	General	G_General			2
1887	do update your commnet	General	Personal	General	General	G_General_Neg	N_Emergency_Personal		2
1888	Please be on time	General	Personal	General	General	G_General_Neg	N_Emergency_Personal		2
1889	we will not announce	General	Personal	General	General	G_General			2
1890	this is a silent airport	General	Personal	General	General	G_General			2
1891	Do come 30 mits early	General	Personal	General	General	G_General_Neg	N_Emergency_Personal		2
1892	go veg	General	Personal	General	General	G_General			2
1893	save tree as the give oxygen	General	Personal	General	General	G_General			2
1894	new dress has come into the market	General	Personal	General	General	G_General			2
1895	do not spit	General	Personal	General	General	G_General			2
1896	do you want more	General	Personal	General	General	G_General			2
1897	yes can u give me some more	General	Personal	General	General	G_General			2
1898	give me that old book	General	Personal	General	General	G_General			2
1899	yes I am doing it today	General	Personal	General	General	G_General_Neg	N_Emergency_Personal		2
1900	happy and safe journey	General	Personal	General	General	G_General			2
1901	cant wait to call at 10 pm	General	Personal	General	General	G_General_Neg	N_Emergency_Personal		2
1902	Do u have time -table	General	Personal	General	General	G_General			2
1903	what is the date today	General	Personal	General	General	G_General			2
1905	we will meet that is sure	General	Personal	General	General	G_General_Neg	N_Emergency_Personal		2
1906	how are u doing ??	General	Personal	General	General	G_General			2
1907	what is ur mother name	General	Personal	General	General	G_General			2
1908	tell me ur hobby	General	Personal	General	General	G_General			2
1909	do u maind if I sit	General	Personal	General	General	G_General			2
1910	Do wash hands before eating	General	Personal	General	General	G_General			2
1911	Do help others	General	Personal	General	General	G_General			2
1912	pass that jug	General	Personal	General	General	G_General			2
1913	don`t eat ice- cream in winter	General	Personal	General	General	G_General			2
1914	respect others feeligs	General	Personal	General	General	G_General			2
1915	be happy in any condition	General	Personal	General	General	G_General			2
1916	r u sure	General	Personal	General	General	G_General_Neg	N_Emergency_Personal		2
1917	be right on time	General	Personal	General	General	G_General_Neg	N_Emergency_Personal		2
1918	Do not spoil things	General	Personal	General	General	G_General			2
1920	how many books have u read on this topic	General	Query	General	General	G_General			2
1921	when u r going on leave	General	Query	General	General	G_General_Neg	N_Emergency_Personal		2
1922	Never leave me	General	Information	General	General	G_General			2
1923	from which stop u go	General	Query	General	General	G_General			2
1924	are u free we can have quick chat	General	Information	General	General	G_General_Neg	N_Emergency_Personal		2
